county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019
19195,IA,"Worth, IA",41759,45956,53342,1960,971,36.79,18.22
36035,NY,"Fulton, NY",44191,48587,51558,13103,7031,33.95,18.22
01045,AL,"Dale, AL",37574,40032,43916,12134,6107,36.2,18.22
05033,AR,"Crawford, AR",35445,37829,40691,13358,7768,31.32,18.22
19005,IA,"Allamakee, IA",47182,49538,53807,3066,1755,31.8,18.2
46043,SD,"Douglas, SD",59865,61017,67626,783,361,39.45,18.19
06049,CA,"Modoc, CA",46245,52459,54301,2327,1220,34.7,18.19
17123,IL,"Marshall, IL",44084,49305,54239,3018,1524,36.02,18.19
27093,MN,"Meeker, MN",45003,49515,53728,6231,2871,39.46,18.18
51007,VA,"Amelia, VA",43703,46379,50973,2285,1685,24.65,18.18
20001,KS,"Allen, KS",42470,45635,49326,3262,1551,38.24,18.18
48005,TX,"Angelina, TX",40417,42691,46170,19531,10425,34.07,18.18
37017,NC,"Bladen, NC",39138,43369,47567,8161,4344,34.13,18.17
12039,FL,"Gadsden, FL",37238,40463,44832,8620,5840,26.81,18.17
27011,MN,"Big Stone, MN",49836,58966,64816,1168,654,32.44,18.16
29087,MO,"Holt, MO",50637,56930,58888,951,589,29.32,18.16
19023,IA,"Butler, IA",46956,49855,57604,3944,1867,38.36,18.16
30071,MT,"Phillips, MT",39054,43494,44926,1020,523,35.42,18.16
40041,OK,"Delaware, OK",36145,37927,40950,9235,5629,29.78,18.15
29079,MO,"Grundy, MO",34882,38424,40504,1931,1201,29.18,18.15
48061,TX,"Cameron, TX",30361,34040,37861,60415,45146,24.29,18.15
47003,TN,"Bedford, TN",39243,41608,46083,8017,5905,24.63,18.14
45009,SC,"Bamberg, SC",36074,38795,41081,2767,1712,29.31,18.14
53045,WA,"Mason, WA",45120,48488,52410,19256,8695,40.16,18.13
41033,OR,"Josephine, OR",44048,49062,54466,27528,11727,42.54,18.12
27059,MN,"Isanti, MN",46713,49721,53189,10642,4998,38.57,18.12
01115,AL,"St. Clair, AL",41418,43673,47117,20444,11295,32.8,18.12
42005,PA,"Armstrong, PA",46020,50598,54198,11849,8759,24.5,18.11
39097,OH,"Madison, OH",42785,47359,50124,9030,5764,28.38,18.11
17135,IL,"Montgomery, IL",35749,39594,43358,6326,3773,30.36,18.11
06005,CA,"Amador, CA",44121,47790,49752,13285,5573,43.14,18.1
40075,OK,"Kiowa, OK",38343,42364,45875,1910,1113,31.07,18.1
48129,TX,"Donley, TX",44711,46722,50574,925,399,41.93,18.09
48363,TX,"Palo Pinto, TX",45246,47649,52042,6757,3565,34.26,18.08
47063,TN,"Hamblen, TN",38554,41810,45234,11775,8018,26.54,18.07
13255,GA,"Spalding, GA",35829,39157,43098,10771,8175,23.81,18.07
48199,TX,"Hardin, TX",49402,50697,52544,12089,7018,31.11,18.06
51159,VA,"Richmond, VA",38119,42137,44749,1832,1250,26.47,18.06
31003,NE,"Antelope, NE",57774,71488,74129,1727,788,39.55,18.04
41009,OR,"Columbia, OR",45762,49273,53573,14859,6765,39.6,18.03
13257,GA,"Stephens, GA",36315,38905,41822,4203,3177,23.85,18.03
42113,PA,"Sullivan, PA",49647,52767,55564,1261,894,25.42,18.02
54035,WV,"Jackson, WV",40190,42681,45681,5544,3695,27.03,18.02
06115,CA,"Yuba, CA",41443,45806,48984,19752,8815,40.36,18.01
18033,IN,"DeKalb, IN",45923,48731,51961,8506,5262,29.1,18
36121,NY,"Wyoming, NY",41950,45927,49062,9511,5292,32.35,18
53025,WA,"Grant, WA",40839,46331,48845,19718,10602,33.47,18
02282,AK,"Yakutat City and Borough, AK",62179,61346,66375,149,77,34.81,17.99
55027,WI,"Dodge, WI",45199,47937,51287,21038,11466,33.02,17.99
05069,AR,"Jefferson, AR",34843,38571,42076,13505,8307,29.25,17.99
17045,IL,"Edgar, IL",41888,48317,54641,4210,2268,33.38,17.98
40057,OK,"Harmon, OK",41603,45852,51088,617,333,33.32,17.98
16021,ID,"Boundary, ID",38708,41509,44200,2553,1504,30.51,17.98
05091,AR,"Miller, AR",35023,37832,40319,9794,5324,33.07,17.98
17131,IL,"Mercer, IL",45401,51623,57676,3777,1995,34,17.96
26007,MI,"Alpena, MI",40817,45497,48428,8460,3797,40,17.95
29113,MO,"Lincoln, MO",42511,45097,47686,12074,6886,31.47,17.95
45037,SC,"Edgefield, SC",39389,42991,45299,5718,3535,29.04,17.95
47055,TN,"Giles, TN",38464,40755,43321,5083,3717,24.54,17.95
13023,GA,"Bleckley, GA",35755,38355,41298,2730,1479,33.13,17.95
17021,IL,"Christian, IL",40055,44393,48831,7219,4254,30.44,17.94
48147,TX,"Fannin, TX",41009,42843,46449,7772,4413,31.59,17.94
29175,MO,"Randolph, MO",38661,43507,46164,5780,3072,33.76,17.94
54071,WV,"Pendleton, WV",42191,45054,50144,799,959,14.94,17.93
42025,PA,"Carbon, PA",52818,56231,59317,12934,8502,27.26,17.92
23025,ME,"Somerset, ME",39371,43610,46860,11649,6739,30.98,17.92
29186,MO,"Ste. Genevieve, MO",41160,44215,46578,4529,2292,35.42,17.92
47053,TN,"Gibson, TN",39164,42264,46449,9801,5984,29.35,17.92
16009,ID,"Benewah, ID",38912,42238,43922,2161,1164,33.25,17.91
20187,KS,"Stanton, KS",69728,85360,94353,392,241,29.12,17.9
28155,MS,"Webster, MS",39308,42236,44543,1942,1185,29.34,17.9
27051,MN,"Grant, MN",45510,53681,57261,1739,758,40.99,17.87
40129,OK,"Roger Mills, OK",43864,46890,50590,919,432,38.02,17.87
18071,IN,"Jackson, IN",42316,45605,49451,9134,5369,30.4,17.87
28003,MS,"Alcorn, MS",38576,41396,44255,7917,4562,31.01,17.87
48285,TX,"Lavaca, TX",56955,58629,62375,3835,2479,27.63,17.86
39157,OH,"Tuscarawas, OH",44215,47139,50625,15322,11385,24.04,17.86
42097,PA,"Northumberland, PA",42391,46431,49525,14611,11919,21.9,17.86
37171,NC,"Surry, NC",39935,42733,46963,16750,9103,32.87,17.86
19161,IA,"Sac, IA",57210,56444,65620,2652,1229,38.51,17.85
30087,MT,"Rosebud, MT",47753,52220,53461,2343,1020,40.94,17.82
42061,PA,"Huntingdon, PA",39855,44087,46331,7507,5833,22.94,17.82
05105,AR,"Perry, AR",37206,39715,43793,2191,1312,29.76,17.82
01105,AL,"Perry, AL",32885,37160,40414,1399,1020,24.45,17.82
05009,AR,"Boone, AR",36495,38988,42642,9478,4681,36.06,17.81
19037,IA,"Chickasaw, IA",55454,58687,64737,2557,1462,31.13,17.8
37153,NC,"Richmond, NC",36629,40055,44562,10603,5443,34.68,17.8
45039,SC,"Fairfield, SC",40794,44890,48634,4709,2895,28.94,17.79
39139,OH,"Richland, OH",39903,43561,46366,25076,15058,29.61,17.78
28001,MS,"Adams, MS",36413,39621,42911,5658,3874,25.97,17.78
26155,MI,"Shiawassee, MI",40570,44809,47525,18658,8558,38.74,17.77
05005,AR,"Baxter, AR",38535,40968,43479,11512,5689,35.92,17.75
54067,WV,"Nicholas, WV",35542,38165,40915,4031,3229,22.16,17.75
31013,NE,"Box Butte, NE",48835,50917,55642,3079,1332,41,17.74
42059,PA,"Greene, PA",44620,47846,50266,6450,4624,24.74,17.73
20055,KS,"Finney, KS",41216,44599,47523,6521,3821,30.25,17.73
28027,MS,"Coahoma, MS",37003,41488,44714,5266,2534,36.85,17.73
47079,TN,"Henry, TN",42710,46773,49852,5325,4134,22.83,17.72
05029,AR,"Conway, AR",38985,41696,46412,4032,2581,27.68,17.72
29033,MO,"Carroll, MO",47192,51232,54784,1610,1088,26.21,17.71
28077,MS,"Lawrence, MS",36191,37809,42275,2523,1522,29.36,17.71
06099,CA,"Stanislaus, CA",43729,49128,52356,111605,61312,32.22,17.7
01055,AL,"Etowah, AL",37407,39795,42558,24718,12775,34.24,17.7
30077,MT,"Powell, MT",45601,49055,50932,1643,939,30.95,17.69
35005,NM,"Chaves, NM",39757,42594,45577,14537,7321,35.1,17.68
29225,MO,"Webster, MO",34607,37195,39976,7990,4474,31.57,17.68
42051,PA,"Fayette, PA",43186,47448,51007,22024,16917,23.01,17.67
48307,TX,"McCulloch, TX",39901,42301,45744,1746,984,31.35,17.67
30065,MT,"Musselshell, MT",44810,48195,49553,1146,620,32.62,17.65
40117,OK,"Pawnee, OK",38894,41104,43859,3309,1998,29.24,17.65
39069,OH,"Henry, OH",44961,49383,52568,5990,3301,31.99,17.63
37167,NC,"Stanly, NC",40374,43279,46827,16040,7679,36.83,17.63
08063,CO,"Kit Carson, CO",42172,42436,52253,1920,866,39.07,17.62
53077,WA,"Yakima, WA",43208,47315,50872,44956,26837,29.51,17.62
26109,MI,"Menominee, MI",41962,45802,48873,5743,3011,33.59,17.61
45031,SC,"Darlington, SC",41182,44051,47845,13262,8142,28.68,17.61
54057,WV,"Mineral, WV",42607,45398,48155,5337,3411,27.54,17.6
19093,IA,"Ida, IA",51541,57586,65824,1633,828,34.7,17.59
27029,MN,"Clearwater, MN",46005,51893,54687,1936,1069,31.85,17.59
21197,KY,"Powell, KY",30680,34947,37993,1893,1462,22.78,17.59
35033,NM,"Mora, NM",43595,48632,51939,1245,628,34.84,17.58
27165,MN,"Watonwan, MN",44416,50842,55899,2169,1304,29.19,17.55
47089,TN,"Jefferson, TN",38765,41324,44330,11769,6790,30.42,17.55
12055,FL,"Highlands, FL",36309,39163,41568,24619,14090,30.64,17.53
17071,IL,"Henderson, IL",41244,47473,54766,1649,884,32.67,17.52
16029,ID,"Caribou, ID",43080,47824,47740,1762,789,39.13,17.52
37181,NC,"Vance, NC",36561,39845,44399,9269,5288,30.72,17.52
29217,MO,"Vernon, MO",36058,40312,42332,4107,2406,29.91,17.52
20081,KS,"Haskell, KS",53293,62329,70901,825,445,32.47,17.51
48057,TX,"Calhoun, TX",56746,58732,60589,4656,2510,32.48,17.51
20049,KS,"Elk, KS",39408,42831,47485,594,332,31.33,17.51
54099,WV,"Wayne, WV",35735,37986,41080,7236,5054,25.08,17.51
48045,TX,"Briscoe, TX",45182,45515,58862,326,178,32.06,17.5
48217,TX,"Hill, TX",43673,46134,49968,8098,4326,32.76,17.5
41059,OR,"Umatilla, OR",40364,44604,48439,18585,8904,36.53,17.5
39081,OH,"Jefferson, OH",40616,44238,47413,14113,8240,29.97,17.5
47035,TN,"Cumberland, TN",39092,41720,44295,14019,8035,30.54,17.5
01113,AL,"Russell, AL",33141,35878,39378,14960,6871,38.09,17.49
39119,OH,"Muskingum, OH",42244,46224,49160,17034,10287,28.93,17.47
29121,MO,"Macon, MO",41152,44838,47691,2637,1823,25.27,17.47
13191,GA,"McIntosh, GA",40536,44683,47287,3413,1956,30.45,17.45
05035,AR,"Crittenden, AR",37978,41598,45416,9863,5388,31.94,17.45
48337,TX,"Montague, TX",42669,43419,45716,4658,2423,33.53,17.44
28127,MS,"Simpson, MS",38405,40004,44174,5959,3189,32.59,17.44
38099,ND,"Walsh, ND",50715,61427,65961,2684,1310,35.72,17.43
19055,IA,"Delaware, IA",49412,52538,57097,3589,2053,30.46,17.43
06103,CA,"Tehama, CA",40437,45064,48042,17610,7698,39.86,17.43
48073,TX,"Cherokee, TX",37366,40202,43376,10936,5973,31.92,17.43
51017,VA,"Bath, VA",64918,68508,72157,1057,586,31.38,17.4
47025,TN,"Claiborne, TN",36464,39045,42542,5948,3975,26.04,17.4
20107,KS,"Linn, KS",41329,45515,48383,2340,1204,33.8,17.39
39053,OH,"Gallia, OH",41574,44973,47674,5588,3582,27.13,17.39
48017,TX,"Bailey, TX",44309,49655,51709,832,709,20.39,17.38
17081,IL,"Jefferson, IL",40279,44355,48057,10747,4604,40.56,17.37
01033,AL,"Colbert, AL",37912,41088,44279,12247,6788,31.34,17.37
48411,TX,"San Saba, TX",44005,41586,43735,1111,729,26.46,17.37
48403,TX,"Sabine, TX",38759,42290,44900,2638,1379,33.19,17.35
18147,IN,"Spencer, IN",46564,48915,52615,4485,2507,31.03,17.34
18077,IN,"Jefferson, IN",43626,47176,50734,6819,3889,30.41,17.34
39147,OH,"Seneca, OH",40328,44981,47605,11146,6467,29.89,17.34
19003,IA,"Adams, IA",56104,53550,62223,987,459,37.25,17.32
29091,MO,"Howell, MO",35728,38446,40358,7902,4765,28.73,17.32
35006,NM,"Cibola, NM",28055,31700,34627,6159,3154,33.81,17.31
27085,MN,"McLeod, MN",48098,52942,56689,10470,4296,42.17,17.3
27097,MN,"Morrison, MN",41933,47136,50229,8083,3974,35.16,17.29
05055,AR,"Greene, AR",35811,39258,41633,8282,5242,27.29,17.28
20033,KS,"Comanche, KS",41773,48194,54928,541,225,41.52,17.27
40029,OK,"Coal, OK",40247,40718,44170,901,648,24.01,17.27
21003,KY,"Allen, KY",34703,37077,40682,3804,2499,26.29,17.27
08087,CO,"Morgan, CO",44756,47366,52069,5763,3203,31.06,17.26
13277,GA,"Tift, GA",37892,41415,44913,8281,4479,31.92,17.26
13143,GA,"Haralson, GA",38370,40611,44003,5813,3514,28.56,17.26
16035,ID,"Clearwater, ID",36261,39465,41834,2735,1176,40.14,17.26
38043,ND,"Kidder, ND",53808,66782,74589,623,299,35.93,17.24
28137,MS,"Tate, MS",38141,41180,44749,6599,3214,35.36,17.22
02198,AK,"Prince of Wales-Hyder Census Area, AK",49876,51123,53266,1602,767,35.94,17.21
46041,SD,"Dewey, SD",41097,50885,54255,971,539,30.98,17.2
56027,WY,"Niobrara, WY",45633,50469,53797,711,298,41.03,17.2
38005,ND,"Benson, ND",39623,49406,55282,1562,683,39.32,17.19
56045,WY,"Weston, WY",46281,47499,49526,1874,848,37.99,17.19
39161,OH,"Van Wert, OH",42094,46137,49328,6079,3348,31.21,17.19
13147,GA,"Hart, GA",39262,40960,43900,5704,3269,30,17.19
48189,TX,"Hale, TX",36347,39454,43543,5097,3538,24.76,17.19
16023,ID,"Butte, ID",44864,49413,48844,827,337,42.15,17.18
26123,MI,"Newaygo, MI",38065,42134,44597,10521,5859,30.86,17.18
45059,SC,"Laurens, SC",36102,38476,41245,13792,7956,29.78,17.18
35015,NM,"Eddy, NM",59246,59518,62888,12725,6433,33.96,17.17
47159,TN,"Smith, TN",41898,44033,48602,3541,2385,25.48,17.16
21141,KY,"Logan, KY",37418,40765,45732,4902,3189,26.37,17.16
13155,GA,"Irwin, GA",34392,37925,40963,1775,1109,27.46,17.16
47043,TN,"Dickson, TN",43611,45932,50218,10450,6366,28.16,17.15
13119,GA,"Franklin, GA",34939,35255,39616,4428,2675,28.37,17.14
17193,IL,"White, IL",47588,50024,55372,3861,1694,39.04,17.13
13175,GA,"Laurens, GA",36805,40198,43532,8843,5451,27.78,17.13
06029,CA,"Kern, CA",39477,44063,45961,166879,93120,30.69,17.12
16041,ID,"Franklin, ID",36323,40038,43472,2564,1396,31.45,17.12
01091,AL,"Marengo, AL",39394,43596,47008,3923,2229,30.12,17.11
01111,AL,"Randolph, AL",35044,36845,41750,4708,2735,29.44,17.1
55078,WI,"Menominee, WI",36500,39554,43212,807,444,31.03,17.07
19043,IA,"Clayton, IA",51664,55732,59656,3615,2163,28.51,17.06
39091,OH,"Logan, OH",42969,47329,50151,9392,5339,30.01,17.06
39051,OH,"Fulton, OH",46220,49896,52995,9540,4919,33.06,17.05
27047,MN,"Freeborn, MN",44984,49480,53790,8059,3713,36.98,17.04
54021,WV,"Gilmer, WV",31784,33344,35405,1103,932,20.16,17.04
27125,MN,"Red Lake, MN",49604,57090,65147,1141,478,40.66,17.03
54053,WV,"Mason, WV",36236,39138,42126,5229,3304,26.96,17.03
02016,AK,"Aleutians West Census Area, AK",60610,63509,65812,1358,716,32.27,17.02
31121,NE,"Merrick, NE",48814,52538,56823,2179,944,39.29,17.02
55083,WI,"Oconto, WI",47656,50519,53114,9111,4733,32.76,17.02
20057,KS,"Ford, KS",38753,43865,47052,6347,3438,31.42,17.02
26067,MI,"Ionia, MI",34416,38396,40849,15562,7468,35.47,17.02
48111,TX,"Dallam, TX",64391,68821,70511,999,751,22.63,17.01
31077,NE,"Greeley, NE",51465,59544,66840,672,284,40.24,17.01
17055,IL,"Franklin, IL",38161,42023,45473,10673,4662,38.93,17.01
53015,WA,"Cowlitz, WA",46108,49882,54550,32123,12824,42.53,16.98
48349,TX,"Navarro, TX",39544,41872,45616,10585,5462,32.91,16.98
47107,TN,"McMinn, TN",37942,40753,43715,11227,6430,29.65,16.98
02180,AK,"Nome Census Area, AK",52541,54275,58882,1423,937,25.76,16.96
47167,TN,"Tipton, TN",41866,44778,49219,14194,7015,34.32,16.96
42107,PA,"Schuylkill, PA",42971,46834,49451,27618,17616,26.57,16.95
55107,WI,"Rusk, WI",44793,48208,51844,3237,1741,31.45,16.92
48099,TX,"Coryell, TX",32816,35113,37476,21100,8097,44.1,16.92
19115,IA,"Louisa, IA",43840,45420,50885,2293,1311,29.57,16.91
02275,AK,"Wrangell City and Borough, AK",55603,56609,61327,729,317,38.84,16.89
13061,GA,"Clay, GA",33969,38731,40439,689,365,31.88,16.89
18133,IN,"Putnam, IN",39329,42380,45681,7570,4221,30.27,16.88
27159,MN,"Wadena, MN",39290,43488,46380,3646,1564,39.34,16.87
16047,ID,"Gooding, ID",59278,63489,63847,2650,1664,26.85,16.86
48083,TX,"Coleman, TX",46813,50458,54822,2019,1016,33.5,16.86
55099,WI,"Price, WI",45085,48014,51148,3678,1739,35.66,16.86
32007,NV,"Elko, NV",47458,50436,52754,12511,5711,36.91,16.85
32009,NV,"Esmeralda, NV",51386,47507,55007,319,149,36.05,16.84
21199,KY,"Pulaski, KY",38839,42524,46607,15106,7681,33.06,16.81
21033,KY,"Caldwell, KY",35646,40176,44963,2582,1506,28.83,16.81
28029,MS,"Copiah, MS",33613,36223,39166,6148,3167,32.62,16.8
48385,TX,"Real, TX",46008,52249,55449,865,405,35.85,16.78
42033,PA,"Clearfield, PA",45050,49517,52478,13637,9952,22.99,16.78
04011,AZ,"Greenlee, AZ",40517,43150,48079,2170,960,37.93,16.78
48449,TX,"Titus, TX",39180,43404,48007,5188,3349,25.96,16.76
49007,UT,"Carbon, UT",40448,42848,45120,6102,2223,46.01,16.76
48345,TX,"Motley, TX",36022,41872,41754,353,168,35.19,16.75
37023,NC,"Burke, NC",37922,41229,44798,22379,11037,33.94,16.74
05023,AR,"Cleburne, AR",39597,42579,45289,5445,3135,29.06,16.73
42111,PA,"Somerset, PA",42173,45843,48135,12927,9253,23.36,16.72
06033,CA,"Lake, CA",40457,44403,46918,18305,7770,39.38,16.72
47073,TN,"Hawkins, TN",35369,38232,41436,11433,6886,27.74,16.71
27173,MN,"Yellow Medicine, MN",54679,60552,65068,2662,1135,39.14,16.69
48357,TX,"Ochiltree, TX",58559,55494,64247,1411,964,24.43,16.69
20093,KS,"Kearny, KS",50533,60667,65779,579,371,26.03,16.68
48315,TX,"Marion, TX",42643,43840,47582,2201,1238,29.65,16.68
16033,ID,"Clark, ID",44539,48687,47973,92,94,16.31,16.67
48293,TX,"Limestone, TX",40347,42949,47439,5069,2704,31.26,16.67
40009,OK,"Beckham, OK",37090,37821,40147,4808,2418,33.14,16.67
18181,IN,"White, IN",43407,47617,51422,5396,2786,32.28,16.66
31047,NE,"Dawson, NE",44578,48074,49653,4863,2535,31.96,16.66
35003,NM,"Catron, NM",33162,36786,37990,973,476,34.04,16.66
48207,TX,"Haskell, TX",47449,48768,54321,950,665,23.79,16.65
21097,KY,"Harrison, KY",37622,41120,43811,3582,2180,27.35,16.65
01047,AL,"Dallas, AL",35069,38762,41850,7960,4263,31.08,16.65
47049,TN,"Fentress, TN",35093,37450,40402,3026,2199,22.9,16.64
55137,WI,"Waushara, WI",41912,44479,46929,5450,3060,29.62,16.63
34011,NJ,"Cumberland, NJ",40014,43844,47559,25406,16899,24.98,16.62
48135,TX,"Ector, TX",52948,49351,53610,28834,16071,29.79,16.61
48399,TX,"Runnels, TX",44855,46861,51307,2064,1167,29.37,16.61
47143,TN,"Rhea, TN",36163,39571,42174,6238,3731,27.77,16.61
13279,GA,"Toombs, GA",35389,39359,42075,5407,2910,30.85,16.6
17105,IL,"Livingston, IL",45392,52002,57213,7859,4192,31.1,16.59
17173,IL,"Shelby, IL",42023,46683,51977,5019,2572,32.35,16.58
19117,IA,"Lucas, IA",41923,44451,47774,2033,991,34.01,16.58
55067,WI,"Langlade, WI",44264,48118,51008,4347,2334,30.87,16.57
54017,WV,"Doddridge, WV",33526,35077,37685,1333,1042,21.19,16.56
02013,AK,"Aleutians East Borough, AK",60712,57605,60174,777,438,29.37,16.55
51049,VA,"Cumberland, VA",39342,42229,47040,2463,1202,33.9,16.55
17033,IL,"Crawford, IL",46454,49604,52318,5637,2291,40.69,16.54
46109,SD,"Roberts, SD",37764,46077,50205,2520,1099,37.93,16.54
18021,IN,"Clay, IN",37716,41155,44878,5837,3015,32.03,16.54
17151,IL,"Pope, IL",32333,37027,39435,957,560,28.27,16.54
27143,MN,"Sibley, MN",47861,53512,58242,3798,1710,36.69,16.52
17125,IL,"Mason, IL",41671,47241,53655,3177,1616,32.47,16.52
26057,MI,"Gratiot, MI",36244,40793,43249,9941,4664,35.21,16.52
28101,MS,"Newton, MS",35654,36925,41367,5030,2263,36.73,16.52
40141,OK,"Tillman, OK",38397,37561,40610,1318,822,26.47,16.51
21083,KY,"Graves, KY",39257,42632,47933,7526,4131,30.06,16.5
47071,TN,"Hardin, TN",39199,42352,45053,4521,3064,24.35,16.5
05071,AR,"Johnson, AR",29625,31779,35577,3818,2879,21.88,16.5
13027,GA,"Brooks, GA",35010,38394,40982,3711,1821,33.61,16.49
28133,MS,"Sunflower, MS",29664,33938,37950,4550,2864,26.18,16.48
18083,IN,"Knox, IN",45022,49308,53525,8756,4048,35.63,16.47
41025,OR,"Harney, OR",40504,44912,49257,2107,880,39.44,16.47
13209,GA,"Montgomery, GA",31503,35598,37935,1734,993,28.76,16.47
48069,TX,"Castro, TX",66556,75830,81900,1150,767,24.66,16.45
48109,TX,"Culberson, TX",57475,66079,71297,235,233,16.6,16.45
55075,WI,"Marinette, WI",45231,47829,51265,10274,4948,34.17,16.45
39143,OH,"Sandusky, OH",41968,45645,48982,13320,6759,32.42,16.45
46055,SD,"Haakon, SD",47567,68305,74530,450,214,34.54,16.42
21089,KY,"Greenup, KY",40705,44283,47675,9154,4146,36.26,16.42
19177,IA,"Van Buren, IA",40622,42312,47655,1778,822,35.52,16.42
47171,TN,"Unicoi, TN",37049,39632,43044,4275,2218,31.65,16.42
13313,GA,"Whitfield, GA",40991,44590,47545,16356,11050,24.29,16.41
20077,KS,"Harper, KS",51444,57680,61799,1328,623,34.93,16.39
32017,NV,"Lincoln, NV",45484,49336,53269,1041,602,28.35,16.39
48047,TX,"Brooks, TX",36269,40399,43437,1093,731,24.51,16.39
18135,IN,"Randolph, IN",38553,43349,49116,5210,2817,30.3,16.38
16075,ID,"Payette, ID",40739,43076,45796,5123,2561,32.76,16.38
18065,IN,"Henry, IN",39075,42443,46146,10339,5621,30.11,16.37
29139,MO,"Montgomery, MO",41856,46685,49923,2072,1324,25.6,16.36
40005,OK,"Atoka, OK",32373,34326,36195,2662,1583,27.51,16.36
19197,IA,"Wright, IA",47573,48666,56543,3330,1436,37.9,16.34
55115,WI,"Shawano, WI",44022,47291,49746,9301,4769,31.85,16.33
47015,TN,"Cannon, TN",37663,40263,44419,2255,1681,21.91,16.33
28107,MS,"Panola, MS",34489,38751,42074,6725,3693,29.73,16.33
28095,MS,"Monroe, MS",37602,40976,44332,7061,4051,28.44,16.32
20129,KS,"Morton, KS",42126,49035,58423,675,298,36.95,16.31
54029,WV,"Hancock, WV",43244,46145,49823,7183,3527,33.21,16.31
37123,NC,"Montgomery, NC",38850,42133,46916,5828,3108,30.59,16.31
36073,NY,"Orleans, NY",39657,44078,46322,9133,4832,30.83,16.31
21187,KY,"Owen, KY",33300,36536,39661,1642,1229,21.79,16.31
13283,GA,"Treutlen, GA",31609,34542,38090,863,738,19.06,16.3
48197,TX,"Hardeman, TX",47727,51245,54847,1002,469,34.8,16.29
45029,SC,"Colleton, SC",36296,39240,42481,7111,4276,27.1,16.29
49047,UT,"Uintah, UT",32029,33201,35128,7119,3404,34.07,16.29
27105,MN,"Nobles, MN",43841,52093,54479,4178,2255,30.16,16.28
26143,MI,"Roscommon, MI",38065,42721,44518,7092,3102,37.18,16.26
47117,TN,"Marshall, TN",40704,43516,47446,7233,3783,31.04,16.23
51036,VA,"Charles City, VA",49966,54456,58882,1393,886,25.5,16.22
51057,VA,"Essex, VA",43817,47839,51780,2414,1273,30.75,16.22
21009,KY,"Barren, KY",37317,40241,43678,7318,4877,24.34,16.22
01071,AL,"Jackson, AL",37180,39664,43565,10447,6018,28.16,16.22
54077,WV,"Preston, WV",37367,39956,42091,5328,4062,21.28,16.22
38023,ND,"Divide, ND",58643,65123,66208,765,269,46.11,16.21
17121,IL,"Marion, IL",42172,46572,50107,10223,4246,39.04,16.21
55119,WI,"Taylor, WI",42940,47580,49783,4153,2294,29.35,16.21
54095,WV,"Tyler, WV",42765,43944,47802,1777,1044,27.57,16.2
37065,NC,"Edgecombe, NC",37462,40755,45069,10494,5879,28.92,16.2
54097,WV,"Upshur, WV",36416,38085,40187,3272,2719,19.47,16.18
48249,TX,"Jim Wells, TX",43512,47267,50892,6920,4178,26.78,16.17
42065,PA,"Jefferson, PA",43852,47510,50240,7246,5018,23.33,16.16
39141,OH,"Ross, OH",38739,42468,45596,15417,8809,28.28,16.16
39013,OH,"Belmont, OH",41870,42535,45375,15451,8053,31,16.16
46061,SD,"Hanson, SD",65767,71333,77579,869,341,41.13,16.14
13109,GA,"Evans, GA",33693,36770,39404,1572,1149,22.06,16.13
46031,SD,"Corson, SD",27953,31967,38834,774,365,34.2,16.13
48415,TX,"Scurry, TX",44591,44706,47138,3487,1807,31.1,16.12
21107,KY,"Hopkins, KY",40078,42536,46673,9953,5061,31.7,16.12
37151,NC,"Randolph, NC",39292,41954,45777,32344,16071,32.44,16.12
05089,AR,"Marion, AR",31484,33925,36684,4482,2043,35.36,16.12
04017,AZ,"Navajo, AZ",33756,38524,41680,27708,11588,38.53,16.11
53027,WA,"Grays Harbor, WA",40717,44125,47094,20586,8648,38.31,16.1
28159,MS,"Winston, MS",37305,39796,43238,3825,2029,30.36,16.1
46137,SD,"Ziebach, SD",20352,27459,30532,491,264,29.94,16.1
